Cargo_ID,Cargo_Type,Source,Destination,Tons,Revenue
5514,Container,Bangalore,Jaipur,3756,611014
5515,Cement,Lucknow,Ahmedabad,839,13480
5516,Cement,Jharkhand,Jaipur,513,10000
5517,Steel,Jaipur,Mumbai,4986,716088
5518,Container,Kolkata,Jaipur,3411,536018
5519,Container,Delhi,Kolkata,2247,355317
5520,Container,Mumbai,Lucknow,4124,677446
5521,Cement,Ahmedabad,Chennai,4180,315686
5522,Steel,Surat,Mumbai,1175,167691
5523,Fertilizer,Lucknow,Jaipur,748,10000
5524,Cement,Mumbai,Chennai,3646,254986
5525,Container,Jaipur,Jharkhand,4701,728540
5526,Coal,Surat,Ahmedabad,1833,187612
5527,Limestone,Bangalore,Jharkhand,3831,405214
5528,Fertilizer,Mumbai,Ahmedabad,541,65253
5529,Fertilizer,Surat,Delhi,1197,124507
5530,Fertilizer,Mumbai,Lucknow,2967,302023
5531,Cement,Ahmedabad,Jharkhand,1199,11719
5532,Fertilizer,Ahmedabad,Jharkhand,3613,376893
5533,Coal,Surat,Jaipur,3550,359873
5534,Limestone,Surat,Bangalore,3817,273434
5535,Coal,Ahmedabad,Surat,584,101045
5536,Fertilizer,Bangalore,Delhi,4647,483232
5537,Cement,Jaipur,Jharkhand,1175,142329
5538,Limestone,Kolkata,Lucknow,2597,193078
5539,Cement,Bangalore,Kolkata,3835,321680
5540,Steel,Delhi,Lucknow,873,126479
5541,Limestone,Lucknow,Mumbai,3565,339987
5542,Container,Kolkata,Mumbai,1683,270579
5543,Coal,Lucknow,Kolkata,4678,449174
5544,Steel,Jharkhand,Surat,4097,506041
5545,Container,Surat,Delhi,1415,241504
5546,Steel,Chennai,Kolkata,705,116996
5547,Cement,Mumbai,Jaipur,2859,194928
5548,Coal,Jaipur,Surat,4643,383325
5549,Coal,Delhi,Jaipur,716,37150
5550,Limestone,Jaipur,Jharkhand,3044,295849
5551,Coal,Chennai,Delhi,4396,387348
5552,Container,Jaipur,Delhi,4770,714263
5553,Cement,Ahmedabad,Surat,1047,88401
5554,Steel,Surat,Jharkhand,2031,258156
5555,Container,Lucknow,Mumbai,2676,431651
5556,Container,Mumbai,Chennai,3690,611709
5557,Steel,Chennai,Lucknow,2713,377296
5558,Cement,Jharkhand,Ahmedabad,3411,238640
5559,Fertilizer,Jaipur,Lucknow,4290,530450
5560,Fertilizer,Surat,Jharkhand,2164,224548
5561,Limestone,Lucknow,Jaipur,1268,61010
5562,Coal,Mumbai,Jharkhand,2361,204367
5563,Steel,Delhi,Chennai,4409,633687
5564,Limestone,Surat,Chennai,2012,176751
5565,Limestone,Lucknow,Kolkata,4670,448594
5566,Fertilizer,Bangalore,Chennai,1183,165288
5567,Cement,Bangalore,Surat,4531,361911
5568,Container,Lucknow,Ahmedabad,2366,357959
5569,Fertilizer,Ahmedabad,Kolkata,2277,246655
5570,Steel,Bangalore,Jharkhand,4281,603992
5571,Steel,Mumbai,Surat,1514,221240
5572,Coal,Ahmedabad,Chennai,2961,244900
5573,Limestone,Chennai,Ahmedabad,3212,310195
5574,Limestone,Mumbai,Bangalore,945,104164
5575,Container,Lucknow,Jharkhand,2530,352553
5576,Coal,Kolkata,Jharkhand,1082,90722
5577,Coal,Jharkhand,Bangalore,4368,408396
5578,Steel,Jaipur,Lucknow,3511,512120
5579,Coal,Surat,Bangalore,659,97503
5580,Cement,Mumbai,Jaipur,3564,291152
5581,Cement,Chennai,Delhi,1706,168600
5582,Coal,Lucknow,Bangalore,991,96243
5583,Coal,Ahmedabad,Surat,3105,238683
5584,Fertilizer,Jharkhand,Lucknow,1618,187738
5585,Cement,Kolkata,Bangalore,4125,345423
5586,Fertilizer,Kolkata,Jaipur,2831,267315
5587,Cement,Mumbai,Surat,4865,376053
5588,Steel,Jaipur,Kolkata,2013,255827
5589,Container,Delhi,Jaipur,943,123782
5590,Container,Delhi,Bangalore,2511,350332
5591,Fertilizer,Surat,Jharkhand,4748,516930
5592,Container,Kolkata,Mumbai,1362,209615
5593,Container,Lucknow,Mumbai,1795,297018
5594,Container,Mumbai,Ahmedabad,1239,229985
5595,Fertilizer,Bangalore,Kolkata,4747,508823
5596,Cement,Chennai,Kolkata,4128,320345
5597,Container,Kolkata,Mumbai,2067,310329
5598,Cement,Bangalore,Mumbai,3487,227764
5599,Container,Ahmedabad,Kolkata,4520,758532
5600,Fertilizer,Lucknow,Jharkhand,2451,253384
5601,Cement,Delhi,Lucknow,2528,208168
5602,Steel,Surat,Jharkhand,1522,221679
5603,Container,Jharkhand,Chennai,769,79261
5604,Limestone,Bangalore,Mumbai,2444,244661
5605,Steel,Chennai,Jaipur,3843,540095
5606,Limestone,Chennai,Surat,3820,361827
5607,Limestone,Bangalore,Delhi,4776,485715
5608,Coal,Kolkata,Mumbai,4637,398292
5609,Fertilizer,Delhi,Surat,1393,119898
5610,Coal,Mumbai,Jharkhand,3109,290623
5611,Limestone,Bangalore,Chennai,1027,158953
5612,Container,Kolkata,Jaipur,4564,799255
5613,Steel,Bangalore,Kolkata,2497,364235
5614,Fertilizer,Surat,Jaipur,1574,197817
5615,Fertilizer,Kolkata,Ahmedabad,3570,345335
5616,Cement,Bangalore,Kolkata,1168,107992
5617,Cement,Ahmedabad,Jharkhand,1726,107976
5618,Steel,Kolkata,Jharkhand,4338,646714
5619,Limestone,Mumbai,Surat,3215,312784
5620,Fertilizer,Chennai,Jaipur,1601,168606
5621,Limestone,Surat,Chennai,560,75946
5622,Container,Chennai,Surat,1579,197667
5623,Fertilizer,Mumbai,Surat,1814,177117
5624,Steel,Lucknow,Surat,1281,208888
5625,Coal,Chennai,Surat,1105,89845
5626,Limestone,Chennai,Ahmedabad,4781,459363
5627,Limestone,Jharkhand,Kolkata,3985,388775
5628,Fertilizer,Jaipur,Ahmedabad,4615,511724
5629,Limestone,Mumbai,Chennai,2217,169820
5630,Coal,Jaipur,Delhi,3253,290227
5631,Coal,Jaipur,Mumbai,1741,141716
5632,Coal,Bangalore,Chennai,4538,456719
5633,Steel,Kolkata,Surat,4350,609790
5634,Cement,Jaipur,Mumbai,4997,407350
5635,Cement,Jharkhand,Kolkata,2559,141470
5636,Container,Ahmedabad,Chennai,2916,476711
5637,Limestone,Surat,Bangalore,1679,186085
5638,Cement,Delhi,Ahmedabad,3798,367055
5639,Coal,Bangalore,Kolkata,2767,244055
5640,Steel,Bangalore,Jaipur,2937,401903
5641,Fertilizer,Ahmedabad,Chennai,1200,123914
5642,Cement,Chennai,Delhi,4711,336053
5643,Cement,Jaipur,Kolkata,2577,227919
5644,Cement,Jaipur,Delhi,4825,358957
5645,Limestone,Jharkhand,Chennai,4162,360417
5646,Cement,Bangalore,Jaipur,2839,241098
5647,Container,Delhi,Jharkhand,781,112386
5648,Container,Jharkhand,Lucknow,3167,515899
5649,Cement,Jharkhand,Ahmedabad,816,31441
5650,Limestone,Lucknow,Ahmedabad,3473,274763
5651,Steel,Jharkhand,Bangalore,3178,415670
5652,Container,Kolkata,Jharkhand,1761,259083
5653,Steel,Bangalore,Delhi,3055,462848
5654,Container,Kolkata,Bangalore,1780,262019
5655,Container,Lucknow,Jaipur,4705,782174
5656,Cement,Chennai,Delhi,1294,148487
5657,Fertilizer,Jharkhand,Lucknow,3692,383791
5658,Fertilizer,Ahmedabad,Bangalore,1241,107567
5659,Cement,Chennai,Surat,3927,252910
5660,Fertilizer,Jaipur,Kolkata,4365,405606
5661,Steel,Chennai,Mumbai,1225,184255
5662,Limestone,Surat,Lucknow,961,109118
5663,Coal,Lucknow,Ahmedabad,724,58201
5664,Container,Kolkata,Chennai,1648,223046
5665,Steel,Mumbai,Surat,4510,602356
5666,Coal,Mumbai,Chennai,918,85664
5667,Coal,Mumbai,Jaipur,4334,381290
5668,Cement,Chennai,Surat,2186,180618
5669,Fertilizer,Jaipur,Kolkata,2690,326244
5670,Cement,Ahmedabad,Jharkhand,3562,252174
5671,Limestone,Kolkata,Bangalore,873,84365
5672,Cement,Jharkhand,Surat,1302,133889
5673,Cement,Bangalore,Jharkhand,3858,371060
5674,Cement,Jharkhand,Surat,1409,57628
5675,Container,Chennai,Lucknow,4603,729540
5676,Limestone,Jharkhand,Bangalore,1374,97762
5677,Steel,Jaipur,Surat,3242,429447
5678,Steel,Chennai,Ahmedabad,3001,424313
5679,Fertilizer,Mumbai,Chennai,502,53473
5680,Cement,Lucknow,Mumbai,3236,286505
5681,Fertilizer,Chennai,Lucknow,4430,435151
5682,Cement,Delhi,Jharkhand,3089,254963
5683,Limestone,Bangalore,Kolkata,943,92948
5684,Cement,Mumbai,Lucknow,3239,291781
5685,Container,Chennai,Surat,678,43944
5686,Cement,Jharkhand,Surat,1765,190109
5687,Steel,Kolkata,Mumbai,678,90150
5688,Steel,Surat,Kolkata,1565,238513
5689,Coal,Jharkhand,Delhi,3250,272600
5690,Container,Surat,Jharkhand,2619,429631
5691,Steel,Delhi,Lucknow,2378,337696
5692,Steel,Chennai,Delhi,2268,310858
5693,Steel,Delhi,Surat,3545,535348
5694,Limestone,Mumbai,Surat,3563,389380
5695,Cement,Bangalore,Surat,3586,214122
5696,Coal,Jharkhand,Bangalore,4678,426478
5697,Fertilizer,Jaipur,Surat,2055,219483
5698,Steel,Chennai,Mumbai,4077,547656
5699,Container,Jaipur,Lucknow,1159,201859
5700,Fertilizer,Delhi,Mumbai,1802,181396
5701,Steel,Bangalore,Kolkata,3065,435810
5702,Coal,Delhi,Ahmedabad,1752,140979
5703,Fertilizer,Bangalore,Jaipur,3931,448864
5704,Cement,Ahmedabad,Chennai,4733,332747
5705,Coal,Bangalore,Kolkata,3567,341694
5706,Fertilizer,Kolkata,Jharkhand,1821,207436
5707,Coal,Bangalore,Surat,3895,359521
5708,Steel,Lucknow,Surat,4695,652783
5709,Container,Bangalore,Chennai,3743,634116
5710,Container,Jaipur,Delhi,3922,601874
5711,Cement,Bangalore,Chennai,2717,244444
5712,Container,Surat,Bangalore,4119,691466
5713,Limestone,Chennai,Delhi,4733,432840
5714,Coal,Jaipur,Surat,3078,257033
5715,Limestone,Lucknow,Surat,2780,260127
5716,Cement,Delhi,Kolkata,2496,178942
5717,Container,Lucknow,Mumbai,3803,601467
5718,Cement,Kolkata,Bangalore,4942,329199
5719,Limestone,Surat,Jharkhand,2709,279260
5720,Steel,Ahmedabad,Chennai,4858,652246
5721,Limestone,Kolkata,Bangalore,2037,209904
5722,Coal,Kolkata,Surat,1957,176762
5723,Steel,Jharkhand,Mumbai,4399,586728
5724,Steel,Jharkhand,Lucknow,828,109915
5725,Coal,Chennai,Surat,2782,210943
5726,Fertilizer,Delhi,Jaipur,3915,417568
5727,Fertilizer,Bangalore,Surat,4738,509369
5728,Fertilizer,Ahmedabad,Jharkhand,4318,462043
5729,Container,Mumbai,Lucknow,3030,525076
5730,Cement,Delhi,Lucknow,2901,221659
5731,Fertilizer,Delhi,Chennai,3179,347569
5732,Limestone,Surat,Chennai,1654,167002
5733,Coal,Mumbai,Jharkhand,594,71199
5734,Fertilizer,Surat,Kolkata,1411,148502
5735,Fertilizer,Jaipur,Surat,3270,338234
5736,Steel,Jaipur,Mumbai,1344,212077
5737,Fertilizer,Mumbai,Delhi,1168,167496
5738,Limestone,Mumbai,Ahmedabad,1543,131651
5739,Cement,Bangalore,Jharkhand,3692,317479
5740,Coal,Delhi,Jharkhand,1733,126675
5741,Coal,Bangalore,Kolkata,2292,189971
5742,Cement,Delhi,Chennai,1866,156950
5743,Steel,Chennai,Kolkata,2383,356194
5744,Container,Surat,Delhi,2733,474323
5745,Coal,Kolkata,Delhi,1425,129717
5746,Cement,Bangalore,Delhi,4058,252820
5747,Steel,Surat,Chennai,4886,635959
5748,Container,Jaipur,Jharkhand,2417,364888
5749,Fertilizer,Jharkhand,Bangalore,3596,387797
5750,Coal,Surat,Mumbai,2651,218111
5751,Container,Jharkhand,Surat,4163,596889
5752,Cement,Bangalore,Chennai,4827,410636
5753,Steel,Surat,Jharkhand,4054,560631
5754,Fertilizer,Lucknow,Bangalore,2854,341207
5755,Limestone,Mumbai,Chennai,3259,315022
5756,Steel,Surat,Bangalore,3739,535945
5757,Fertilizer,Chennai,Kolkata,2050,210325
5758,Container,Jaipur,Ahmedabad,682,99722
5759,Limestone,Mumbai,Chennai,4269,417270
5760,Container,Jharkhand,Bangalore,3378,541991
5761,Steel,Delhi,Chennai,3402,456156
5762,Cement,Jharkhand,Delhi,1269,60739
5763,Coal,Chennai,Kolkata,4504,373695
5764,Steel,Ahmedabad,Jharkhand,1896,241343
5765,Steel,Kolkata,Bangalore,633,68190
5766,Steel,Bangalore,Delhi,4752,632442
5767,Fertilizer,Surat,Chennai,996,46855
5768,Cement,Jaipur,Surat,1678,108483
5769,Fertilizer,Jaipur,Jharkhand,2527,300493
5770,Container,Mumbai,Surat,2275,338725
5771,Container,Bangalore,Kolkata,4097,679173
5772,Limestone,Kolkata,Lucknow,1962,222977
5773,Coal,Chennai,Lucknow,1140,96391
5774,Steel,Chennai,Ahmedabad,2787,411157
5775,Steel,Surat,Jharkhand,4453,614045
5776,Fertilizer,Ahmedabad,Jharkhand,812,19516
5777,Coal,Jharkhand,Lucknow,4141,342043
5778,Steel,Jharkhand,Delhi,925,131072
5779,Steel,Jaipur,Delhi,4863,674766
5780,Steel,Mumbai,Chennai,2552,337528
5781,Cement,Lucknow,Bangalore,2924,251748
5782,Limestone,Kolkata,Lucknow,3447,370770
5783,Limestone,Chennai,Jaipur,2901,272764
5784,Container,Lucknow,Bangalore,543,122195
5785,Steel,Lucknow,Kolkata,941,150407
5786,Cement,Surat,Bangalore,3665,307417
5787,Fertilizer,Jaipur,Jharkhand,2217,223512
5788,Fertilizer,Chennai,Jaipur,4086,441575
5789,Limestone,Mumbai,Bangalore,4259,388469
5790,Steel,Lucknow,Chennai,3570,517854
5791,Steel,Bangalore,Kolkata,822,148760
5792,Coal,Delhi,Lucknow,2112,208978
5793,Fertilizer,Jharkhand,Bangalore,3264,310269
5794,Cement,Surat,Chennai,4424,333882
5795,Limestone,Jaipur,Surat,4776,450825
5796,Fertilizer,Ahmedabad,Jaipur,4599,486918
5797,Fertilizer,Mumbai,Jaipur,1183,171966
5798,Fertilizer,Surat,Mumbai,3389,343516
5799,Coal,Chennai,Kolkata,3753,356091
5800,Fertilizer,Bangalore,Kolkata,871,77808
5801,Coal,Delhi,Bangalore,831,42876
5802,Coal,Ahmedabad,Chennai,3889,311755
5803,Container,Ahmedabad,Jharkhand,2506,375136
5804,Fertilizer,Delhi,Ahmedabad,2616,324383
5805,Container,Delhi,Jharkhand,4580,737001
5806,Cement,Surat,Delhi,4299,350656
5807,Cement,Kolkata,Jaipur,2186,183770
5808,Container,Ahmedabad,Jharkhand,605,79966
5809,Limestone,Chennai,Jaipur,4593,402612
5810,Coal,Ahmedabad,Kolkata,4929,472285
5811,Limestone,Delhi,Chennai,3384,364631
5812,Steel,Lucknow,Jaipur,1346,109596
5813,Container,Surat,Delhi,4475,701906
5814,Fertilizer,Mumbai,Chennai,4704,520134
5815,Container,Jharkhand,Lucknow,545,102170
5816,Cement,Jaipur,Ahmedabad,2345,196158
5817,Coal,Mumbai,Jharkhand,3128,291124
5818,Fertilizer,Kolkata,Mumbai,1644,171599
5819,Container,Chennai,Ahmedabad,2160,336287
5820,Container,Jaipur,Delhi,4744,784127
5821,Container,Jaipur,Kolkata,3366,470279
5822,Coal,Mumbai,Delhi,4546,429769
5823,Coal,Surat,Chennai,2124,218817
5824,Fertilizer,Mumbai,Jaipur,3390,366331
5825,Cement,Delhi,Ahmedabad,2141,181557
5826,Container,Delhi,Lucknow,2604,359244
5827,Container,Lucknow,Mumbai,2374,430559
5828,Steel,Bangalore,Surat,3887,508469
5829,Limestone,Delhi,Lucknow,2447,212594
5830,Steel,Bangalore,Kolkata,4721,646970
5831,Fertilizer,Jaipur,Mumbai,4651,540807
5832,Fertilizer,Ahmedabad,Surat,2159,190231
5833,Coal,Bangalore,Kolkata,2090,250924
5834,Coal,Bangalore,Kolkata,2859,249103
5835,Fertilizer,Jharkhand,Delhi,3650,375467
5836,Steel,Bangalore,Delhi,1313,185578
5837,Steel,Lucknow,Mumbai,4252,633041
5838,Steel,Bangalore,Jaipur,2207,318815
5839,Steel,Delhi,Mumbai,4107,550561
5840,Steel,Bangalore,Kolkata,1993,277295
5841,Limestone,Jharkhand,Bangalore,3405,345699
5842,Cement,Mumbai,Bangalore,4037,340107
5843,Fertilizer,Delhi,Mumbai,870,73164
5844,Steel,Lucknow,Mumbai,1074,164715
5845,Steel,Jharkhand,Lucknow,2458,353040
5846,Fertilizer,Ahmedabad,Kolkata,1367,197268
5847,Fertilizer,Surat,Delhi,1428,167931
5848,Container,Delhi,Bangalore,2514,432704
5849,Limestone,Delhi,Chennai,2290,233642
5850,Coal,Mumbai,Delhi,4047,406579
5851,Limestone,Delhi,Chennai,1641,185002
5852,Steel,Jaipur,Surat,2556,333255
5853,Steel,Mumbai,Bangalore,1404,206718
5854,Container,Kolkata,Jaipur,910,153764
5855,Steel,Jaipur,Chennai,2927,406977
5856,Cement,Jaipur,Mumbai,3155,263861
5857,Steel,Jharkhand,Delhi,522,48966
5858,Coal,Jaipur,Jharkhand,1287,110634
5859,Cement,Mumbai,Lucknow,3096,189640
5860,Fertilizer,Lucknow,Mumbai,2164,280817
5861,Cement,Surat,Bangalore,3642,227911
5862,Limestone,Jharkhand,Lucknow,1102,125355
5863,Container,Delhi,Lucknow,2494,358491
5864,Cement,Kolkata,Bangalore,2601,191866
5865,Container,Lucknow,Jharkhand,1483,224494
5866,Cement,Chennai,Lucknow,3871,285484
5867,Steel,Lucknow,Bangalore,4429,668815
5868,Fertilizer,Jharkhand,Kolkata,508,32189
5869,Steel,Kolkata,Surat,2036,293096
5870,Container,Jharkhand,Kolkata,3528,553748
5871,Cement,Chennai,Surat,644,87373
5872,Cement,Jaipur,Surat,1043,81286
5873,Container,Jaipur,Surat,2455,379304
5874,Fertilizer,Surat,Jharkhand,2199,308981
5875,Coal,Jharkhand,Delhi,890,63925
5876,Coal,Mumbai,Jaipur,2019,124569
5877,Container,Delhi,Bangalore,3610,611913
5878,Cement,Lucknow,Jharkhand,2213,185140
5879,Fertilizer,Jaipur,Delhi,3882,413997
5880,Steel,Jharkhand,Ahmedabad,4237,590620
5881,Coal,Surat,Delhi,551,76456
5882,Coal,Jharkhand,Kolkata,576,25906
5883,Container,Lucknow,Bangalore,2112,278048
5884,Fertilizer,Bangalore,Kolkata,4122,413384
5885,Cement,Lucknow,Bangalore,3874,352166
5886,Fertilizer,Jharkhand,Kolkata,869,102981
5887,Container,Surat,Bangalore,4211,705233
5888,Container,Jharkhand,Ahmedabad,1921,284210
5889,Limestone,Kolkata,Mumbai,3612,348793
5890,Fertilizer,Lucknow,Surat,1714,194045
5891,Steel,Kolkata,Ahmedabad,1674,187020
5892,Cement,Lucknow,Surat,3583,300257
5893,Coal,Delhi,Surat,729,48295
5894,Limestone,Jharkhand,Ahmedabad,1210,80198
5895,Coal,Mumbai,Surat,778,126410
5896,Container,Ahmedabad,Surat,815,83047
5897,Fertilizer,Delhi,Ahmedabad,3102,358224
5898,Limestone,Mumbai,Jharkhand,1061,88930
5899,Cement,Delhi,Bangalore,635,80337
5900,Container,Kolkata,Surat,4453,650803
5901,Cement,Bangalore,Mumbai,1881,186304
5902,Coal,Ahmedabad,Kolkata,3079,297802
5903,Fertilizer,Chennai,Surat,4503,494577
5904,Container,Jaipur,Jharkhand,3469,510549
5905,Limestone,Lucknow,Ahmedabad,3297,272990
5906,Limestone,Jharkhand,Ahmedabad,3309,252949
5907,Steel,Jharkhand,Kolkata,1434,188803
5908,Fertilizer,Jaipur,Mumbai,1199,113094
5909,Container,Kolkata,Ahmedabad,2801,464133
5910,Coal,Lucknow,Bangalore,1830,94532
5911,Fertilizer,Lucknow,Bangalore,938,63273
5912,Steel,Bangalore,Chennai,916,127346
5913,Fertilizer,Chennai,Lucknow,4955,516464
5914,Fertilizer,Surat,Kolkata,1341,161450
5915,Limestone,Jaipur,Surat,4075,381782
5916,Fertilizer,Delhi,Surat,3388,409445
5917,Coal,Surat,Bangalore,1733,120484
5918,Cement,Bangalore,Kolkata,1199,107967
5919,Limestone,Kolkata,Delhi,4233,407071
5920,Cement,Chennai,Jaipur,3861,341412
5921,Container,Lucknow,Mumbai,1613,273135
5922,Steel,Kolkata,Surat,2942,376594
5923,Coal,Lucknow,Mumbai,519,54001
5924,Cement,Jaipur,Lucknow,3077,242403
5925,Cement,Bangalore,Chennai,4326,303598
5926,Fertilizer,Ahmedabad,Surat,3802,419019
5927,Coal,Mumbai,Bangalore,4395,402340
5928,Fertilizer,Lucknow,Surat,2483,229211
5929,Limestone,Mumbai,Chennai,4527,412753
5930,Steel,Kolkata,Delhi,2071,281777
5931,Fertilizer,Bangalore,Kolkata,3291,357783
5932,Container,Surat,Jharkhand,672,150019
5933,Limestone,Chennai,Kolkata,3704,302175
5934,Limestone,Jaipur,Chennai,1838,162147
5935,Fertilizer,Bangalore,Jharkhand,3086,377471
5936,Cement,Surat,Mumbai,4511,355972
5937,Limestone,Ahmedabad,Bangalore,4261,388795
5938,Fertilizer,Chennai,Kolkata,1431,214969
5939,Container,Surat,Mumbai,1268,215197
5940,Coal,Delhi,Surat,2225,159104
5941,Coal,Surat,Mumbai,1680,153701
5942,Cement,Jharkhand,Surat,2921,250794
5943,Coal,Chennai,Ahmedabad,4462,370674
5944,Fertilizer,Jaipur,Jharkhand,4997,477635
5945,Limestone,Bangalore,Surat,738,52196
5946,Cement,Kolkata,Bangalore,2975,220807
5947,Cement,Jaipur,Ahmedabad,4048,285342
5948,Coal,Bangalore,Jaipur,2799,254867
5949,Steel,Jharkhand,Delhi,3714,531200
5950,Coal,Lucknow,Jharkhand,1333,119625
5951,Steel,Chennai,Bangalore,4686,664946
5952,Limestone,Kolkata,Mumbai,1108,78655
5953,Coal,Delhi,Ahmedabad,1676,165112
5954,Cement,Bangalore,Kolkata,1375,99342
5955,Container,Delhi,Lucknow,4863,776441
5956,Steel,Bangalore,Delhi,3346,464560
5957,Cement,Surat,Ahmedabad,4624,366028
5958,Steel,Chennai,Surat,684,95318
5959,Container,Lucknow,Mumbai,1133,209141
5960,Cement,Delhi,Mumbai,2342,159881
5961,Limestone,Ahmedabad,Mumbai,1883,187713
5962,Fertilizer,Chennai,Kolkata,2076,223341
5963,Steel,Jaipur,Lucknow,792,135695
5964,Fertilizer,Jharkhand,Kolkata,3585,379807
5965,Fertilizer,Delhi,Mumbai,1329,148447
5966,Limestone,Lucknow,Ahmedabad,3781,327594
5967,Limestone,Delhi,Lucknow,3435,342541
5968,Steel,Lucknow,Jaipur,3050,420566
5969,Coal,Bangalore,Kolkata,2706,289950
5970,Limestone,Chennai,Bangalore,4961,461206
5971,Fertilizer,Jaipur,Ahmedabad,2409,258291
5972,Steel,Surat,Lucknow,2997,354902
5973,Limestone,Mumbai,Ahmedabad,3757,405544
5974,Steel,Bangalore,Chennai,2763,408712
5975,Coal,Lucknow,Surat,4131,391876
5976,Steel,Delhi,Jaipur,4260,559186
5977,Steel,Jaipur,Lucknow,3455,492996
5978,Container,Jaipur,Ahmedabad,3516,576898
5979,Limestone,Lucknow,Jharkhand,2277,202725
5980,Container,Kolkata,Bangalore,971,158179
5981,Container,Lucknow,Jaipur,1978,302679
5982,Fertilizer,Delhi,Lucknow,640,80667
5983,Fertilizer,Lucknow,Mumbai,4121,446765
5984,Cement,Kolkata,Ahmedabad,3333,253626
5985,Container,Jharkhand,Lucknow,2742,470140
5986,Steel,Kolkata,Ahmedabad,4948,648394
5987,Limestone,Surat,Chennai,3485,315579
5988,Cement,Kolkata,Bangalore,2614,184179
5989,Limestone,Surat,Bangalore,1999,165692
5990,Fertilizer,Lucknow,Mumbai,1056,124804
5991,Steel,Kolkata,Jaipur,3764,557600
5992,Fertilizer,Lucknow,Mumbai,583,69818
5993,Cement,Kolkata,Jharkhand,3227,269373
5994,Limestone,Mumbai,Bangalore,1987,248551
5995,Container,Mumbai,Surat,3754,679595
5996,Coal,Chennai,Jharkhand,506,78486
5997,Steel,Ahmedabad,Mumbai,3033,409583
5998,Cement,Jharkhand,Bangalore,3234,269405
5999,Fertilizer,Jharkhand,Delhi,2225,260098
6000,Steel,Surat,Ahmedabad,2456,353467
6001,Container,Delhi,Lucknow,3714,574852
6002,Fertilizer,Lucknow,Jharkhand,2944,296556
6003,Cement,Chennai,Jaipur,4150,360604
6004,Container,Surat,Bangalore,4738,798165
6005,Fertilizer,Delhi,Surat,2517,306627
6006,Fertilizer,Delhi,Surat,4147,423026
6007,Fertilizer,Kolkata,Surat,1056,124024
6008,Coal,Bangalore,Chennai,3913,396002
6009,Limestone,Surat,Mumbai,4680,448563
6010,Steel,Delhi,Kolkata,3033,463123
6011,Cement,Delhi,Ahmedabad,3320,245136
6012,Fertilizer,Mumbai,Jaipur,3489,398940
6013,Fertilizer,Jaipur,Mumbai,1648,135831
6014,Container,Jaipur,Surat,3863,600361
6015,Coal,Ahmedabad,Jaipur,1582,134924
6016,Fertilizer,Delhi,Ahmedabad,2698,288164
6017,Container,Mumbai,Jaipur,1753,272183
6018,Limestone,Mumbai,Lucknow,1722,197350
6019,Coal,Jaipur,Jharkhand,3682,322428
6020,Steel,Kolkata,Bangalore,1258,167064
6021,Coal,Lucknow,Bangalore,2988,308960
6022,Limestone,Lucknow,Kolkata,2081,217366
6023,Limestone,Mumbai,Delhi,3619,362380
6024,Limestone,Jharkhand,Ahmedabad,3403,313811
6025,Limestone,Chennai,Surat,1352,126210
6026,Container,Mumbai,Chennai,1159,185439
6027,Container,Mumbai,Bangalore,984,172052
6028,Coal,Surat,Jharkhand,2410,283626
6029,Fertilizer,Delhi,Jaipur,1457,148731
6030,Limestone,Mumbai,Lucknow,3437,312459
6031,Container,Kolkata,Bangalore,4958,778643
6032,Cement,Bangalore,Surat,3691,308341
6033,Limestone,Bangalore,Jaipur,3768,385754
6034,Limestone,Mumbai,Surat,2401,177084
6035,Limestone,Delhi,Bangalore,1650,153080
6036,Container,Chennai,Delhi,1869,277251
6037,Steel,Bangalore,Delhi,2064,296505
6038,Limestone,Bangalore,Surat,2057,208965
6039,Coal,Surat,Mumbai,776,63395
6040,Fertilizer,Ahmedabad,Bangalore,3051,340793
6041,Limestone,Surat,Chennai,4147,336937
6042,Container,Kolkata,Mumbai,4080,704333
6043,Fertilizer,Kolkata,Delhi,3426,393892
6044,Steel,Delhi,Mumbai,3563,477183
6045,Container,Jaipur,Lucknow,925,188547
6046,Coal,Kolkata,Bangalore,2595,238115
6047,Steel,Jaipur,Delhi,2397,334105
6048,Cement,Bangalore,Surat,900,109153
6049,Container,Mumbai,Jaipur,650,100011
6050,Cement,Delhi,Mumbai,2144,150189
6051,Limestone,Chennai,Jaipur,4588,439664
6052,Coal,Delhi,Kolkata,1696,151507
6053,Limestone,Kolkata,Bangalore,3523,337371
6054,Coal,Jaipur,Surat,587,43955
6055,Cement,Mumbai,Chennai,4212,321774
6056,Limestone,Chennai,Jharkhand,3520,292218
6057,Coal,Chennai,Delhi,2846,227580
6058,Fertilizer,Kolkata,Jharkhand,1860,241461
6059,Fertilizer,Surat,Mumbai,3079,348595
6060,Limestone,Surat,Jharkhand,504,105641
6061,Fertilizer,Jaipur,Jharkhand,2770,304939
6062,Coal,Mumbai,Kolkata,1421,126364
6063,Steel,Ahmedabad,Chennai,1632,183955
6064,Steel,Jaipur,Delhi,4577,602127
6065,Coal,Chennai,Kolkata,2856,243049
6066,Limestone,Jharkhand,Ahmedabad,3784,350581
6067,Steel,Kolkata,Surat,2649,312982
6068,Cement,Chennai,Surat,1287,112283
6069,Container,Jaipur,Jharkhand,1809,305111
6070,Coal,Jaipur,Delhi,872,91037
