vibration_rms,temperature,sound_level,maintenance_days,wheel_health,bearing_health,failure
0.323,57.5,57.9,52,72,70,0
0.437,75.4,83.3,105,48,52,1
0.381,46.7,51.2,8,77,77,0
0.732,93.9,93.8,255,21,20,1
0.363,36.0,48.3,86,75,80,0
0.375,44.4,51.2,61,74,76,0
0.394,48.8,55.3,58,71,73,0
0.225,55.7,52.5,9,82,78,0
0.293,40.9,45.5,4,84,84,0
0.318,45.1,67.3,89,64,76,0
0.689,72.1,71.0,142,44,42,1
0.423,60.9,74.9,103,54,61,0
0.257,37.1,52.1,33,80,87,0
0.745,89.1,87.0,317,21,20,1
0.259,43.0,69.6,44,68,82,0
0.461,69.0,75.7,113,52,54,0
0.383,44.2,60.8,89,66,74,0
0.202,57.3,51.5,64,81,75,0
0.671,79.6,73.4,126,44,39,1
0.691,73.2,78.4,118,40,42,1
0.304,38.5,48.3,55,79,83,0
0.55,69.5,78.7,103,47,51,1
0.217,41.0,40.7,83,86,83,0
0.383,40.1,41.6,28,82,80,0
0.34,46.2,52.6,58,75,76,0
0.353,52.7,40.3,33,84,73,0
0.238,35.6,50.0,3,84,90,0
0.765,81.5,90.3,329,18,23,1
0.459,60.8,76.0,158,49,57,1
0.324,36.3,56.6,1,76,86,0
0.387,36.8,63.6,19,68,82,0
0.248,41.5,44.0,62,84,83,0
0.852,90.1,98.1,268,13,17,1
0.246,38.2,41.1,55,86,85,0
0.383,57.8,46.8,43,78,68,0
0.285,43.3,57.6,12,76,83,0
0.336,59.3,46.5,14,81,71,0
0.898,97.8,99.3,360,5,6,1
0.373,53.2,49.2,64,75,70,0
0.412,64.4,70.0,93,58,60,0
0.264,50.7,58.0,3,77,80,0
0.868,83.1,96.4,349,9,17,1
0.299,51.5,42.3,15,86,77,0
0.376,47.5,43.7,34,81,75,0
0.729,95.6,88.6,282,23,18,1
0.417,68.8,76.8,193,48,52,1
0.517,75.7,74.8,150,48,46,1
0.291,51.0,50.2,55,79,75,0
0.927,92.6,95.2,263,12,13,1
0.947,99.9,93.4,293,10,6,1
0.395,59.3,67.7,41,63,67,0
0.245,38.0,47.1,2,85,88,0
0.49,78.9,83.4,187,41,43,1
0.27,48.3,52.9,83,76,76,0
0.588,65.0,84.7,193,36,47,1
0.283,35.5,48.3,49,80,86,0
0.313,43.5,51.0,48,78,80,0
0.302,46.6,55.6,78,73,77,0
0.458,79.9,76.0,150,49,46,1
0.793,80.1,91.0,293,18,24,1
0.406,69.1,72.0,156,54,54,0
0.558,75.1,81.9,174,40,44,1
0.395,56.9,45.7,40,78,69,0
0.219,35.6,66.7,86,69,86,0
0.443,78.1,75.1,107,53,50,0
0.66,68.4,70.7,143,45,45,1
0.294,51.2,52.1,80,76,74,0
0.465,66.9,75.0,192,48,51,1
0.669,75.5,81.9,174,36,39,1
0.627,71.1,70.3,137,47,45,1
0.273,41.1,52.0,5,81,85,0
0.514,74.2,78.7,100,48,50,1
0.267,59.2,68.7,20,69,73,0
0.358,44.4,54.8,84,71,75,0
0.266,37.4,67.8,10,70,87,0
0.248,49.3,45.8,11,86,81,0
0.349,35.0,46.7,47,79,83,0
0.563,74.1,75.7,106,48,48,1
0.398,37.1,41.3,36,81,81,0
0.32,38.3,63.9,59,68,82,0
0.36,37.1,63.5,23,69,83,0
0.338,36.0,46.7,24,81,85,0
0.322,44.9,57.5,33,74,79,0
0.351,59.7,69.7,7,66,70,0
0.232,46.7,40.9,84,86,79,0
0.207,59.3,42.4,36,88,75,0
0.221,52.6,51.1,21,83,79,0
0.353,50.3,53.3,66,73,73,0
0.435,71.3,78.6,101,51,55,0
0.374,47.8,67.0,61,64,74,0
0.248,51.7,50.4,3,83,80,0
0.362,45.9,51.3,44,76,76,0
0.327,43.0,53.2,13,77,81,0
0.912,81.0,89.6,341,12,16,1
0.307,45.4,59.7,69,71,78,0
0.428,69.1,70.5,164,54,53,0
0.584,77.5,77.2,133,45,43,1
0.652,73.8,81.5,104,41,44,1
0.321,44.8,57.3,24,74,80,0
0.332,58.9,65.9,21,68,71,0
0.211,35.7,54.3,34,80,89,0
0.311,35.1,67.1,37,67,85,0
0.517,70.9,81.8,151,43,49,1
0.886,88.1,99.6,324,7,14,1
0.474,69.5,74.2,123,52,53,0
0.208,50.4,44.1,12,88,82,0
0.307,36.8,50.3,37,79,85,0
0.618,74.9,84.3,96,41,45,1
0.378,46.7,60.5,62,68,74,0
0.28,50.3,45.7,78,81,75,0
0.241,56.5,56.9,31,77,75,0
0.508,76.9,75.3,142,48,46,1
0.355,49.4,41.5,4,85,77,0
0.308,47.0,62.2,12,72,80,0
0.388,45.3,66.0,13,66,77,0
0.413,64.5,75.5,114,54,59,0
0.904,80.2,99.8,230,11,23,1
0.204,59.5,42.3,3,90,77,0
0.543,79.1,75.3,140,47,43,1
0.659,74.5,83.4,160,36,41,1
0.279,36.9,54.4,27,78,86,0
0.683,72.4,74.7,161,41,41,1
0.632,79.0,71.5,198,43,37,1
0.541,66.3,73.4,173,47,50,1
0.258,45.2,56.1,40,77,81,0
0.344,53.5,48.0,52,78,72,0
0.957,80.4,99.5,236,9,21,1
0.367,45.2,49.5,59,76,76,0
0.381,35.2,62.2,9,69,84,0
0.218,58.5,40.3,52,88,74,0
0.247,42.3,45.5,29,85,84,0
0.632,74.5,70.3,162,46,42,1
0.292,49.8,56.1,10,77,79,0
0.219,49.6,64.3,51,72,79,0
0.264,47.9,55.8,36,77,79,0
0.252,50.3,59.2,57,74,77,0
0.316,35.2,40.6,44,85,85,0
0.564,65.8,72.4,148,48,50,1
0.793,95.2,90.1,225,23,19,1
0.642,71.6,75.0,155,43,43,1
0.933,87.4,95.5,202,15,19,1
0.251,47.0,67.6,80,67,78,0
0.587,72.9,83.4,102,42,48,1
0.261,46.8,58.0,64,74,79,0
0.357,59.0,47.4,16,80,70,0
0.318,53.3,63.6,85,67,71,0
0.208,38.5,69.8,23,71,88,0
0.391,37.2,65.8,20,66,82,0
0.208,57.8,63.9,70,72,74,0
0.523,65.2,82.4,138,43,53,1
0.381,36.6,63.9,73,65,80,0
0.305,52.8,59.6,48,72,74,0
0.628,64.1,84.6,112,39,51,1
0.687,66.7,76.9,173,38,44,1
0.377,50.2,42.3,21,82,74,0
0.241,39.0,63.9,58,71,85,0
0.582,60.6,76.2,136,45,54,1
0.291,37.4,40.6,10,87,86,0
0.555,77.4,71.8,103,51,46,1
0.303,44.1,54.5,86,74,78,0
0.858,82.1,96.1,278,13,21,1
0.243,59.3,45.0,25,86,74,0
0.716,93.9,88.5,202,28,24,1
0.238,47.2,53.1,41,80,81,0
0.386,43.4,58.9,48,69,77,0
0.95,93.8,89.7,258,15,12,1
0.34,39.4,44.7,72,79,80,0
0.5,66.1,79.4,192,43,50,1
0.233,41.4,59.5,10,77,86,0
0.504,67.6,76.0,154,47,51,1
0.357,41.8,48.0,36,78,80,0
0.317,41.1,50.3,39,78,81,0
0.349,42.3,50.3,0,79,82,0
0.491,79.3,77.9,131,48,46,1
0.675,64.2,70.8,197,42,44,1
0.231,48.9,42.4,10,89,82,0
0.617,71.3,77.2,121,44,46,1
0.317,45.6,48.8,8,81,80,0
0.216,47.5,54.0,44,80,81,0
0.452,65.1,78.6,147,48,55,1
0.381,55.0,58.6,25,71,71,0
0.308,50.6,58.4,89,71,73,0
0.266,38.3,68.2,30,69,86,0
0.202,54.6,58.8,62,76,76,0
0.335,38.4,41.1,22,85,83,0
0.489,66.7,80.8,196,42,50,1
0.252,54.4,63.2,55,71,75,0
0.569,65.6,75.1,95,49,53,1
0.296,43.1,54.1,12,78,83,0
0.633,79.9,72.1,104,48,41,1
0.366,45.8,50.5,4,78,78,0
0.515,68.1,83.4,152,42,51,1
0.22,37.0,53.6,45,80,88,0
0.377,51.8,66.9,56,64,72,0
0.299,54.4,65.5,81,67,72,0
0.928,88.6,89.5,225,18,18,1
0.276,38.5,40.5,25,87,85,0
0.494,74.4,80.2,182,43,46,1
0.209,52.6,67.3,21,72,80,0
0.352,44.5,60.9,34,70,78,0
0.326,42.1,46.4,52,80,80,0
0.314,56.5,56.2,65,73,71,0
0.358,46.6,52.1,78,73,74,0
0.256,52.1,65.6,18,72,78,0
0.364,44.5,58.5,53,70,77,0
0.309,55.4,51.7,81,75,71,0
0.318,40.1,56.4,22,75,83,0
0.216,42.6,60.3,23,77,85,0
0.437,68.4,70.3,168,53,53,0
0.726,92.1,98.2,352,13,17,1
0.377,59.3,50.2,85,73,65,0
0.689,67.9,81.9,194,34,42,1
0.386,49.7,58.1,68,69,72,0
0.242,53.7,43.7,23,87,78,0
0.569,78.3,70.9,121,50,44,1
0.376,36.4,42.4,31,82,82,0
0.946,89.8,92.9,286,11,13,1
0.228,56.8,60.1,71,74,74,0
0.56,75.5,82.5,191,39,42,1
0.243,55.8,58.6,83,73,73,0
0.595,75.1,70.8,106,50,46,1
0.262,51.5,53.7,36,78,77,0
0.542,66.6,71.1,115,51,53,0
0.205,58.8,42.5,67,86,74,0
0.418,78.5,83.7,103,49,51,1
0.952,82.8,86.4,268,16,18,1
0.294,46.0,43.2,84,81,77,0
0.635,71.7,70.9,97,49,47,1
0.527,66.0,76.4,190,44,49,1
0.356,40.3,49.1,23,78,81,0
0.337,58.6,58.1,38,72,70,0
0.415,67.1,80.6,137,49,56,1
0.468,75.8,78.0,123,49,49,1
0.578,69.6,82.0,136,41,48,1
0.63,78.2,72.1,181,43,38,1
0.213,35.3,61.1,88,73,86,0
0.581,77.5,84.7,186,37,40,1
0.862,95.2,88.5,322,15,11,1
0.259,43.5,69.1,82,66,80,0
0.202,58.6,57.5,25,79,76,0
0.352,40.3,60.2,52,70,80,0
0.393,52.0,68.9,8,65,73,0
0.349,38.2,45.0,40,81,82,0
0.352,46.8,41.1,3,85,79,0
0.219,47.7,64.4,45,72,81,0
0.327,40.1,62.5,78,68,80,0
0.294,59.8,57.6,83,72,68,0
0.289,51.2,50.8,73,77,74,0
0.272,53.4,51.5,12,81,77,0
0.944,96.1,99.1,334,5,6,1
0.597,79.9,72.6,152,46,40,1
0.541,78.9,82.0,122,44,45,1
0.669,60.4,78.3,101,42,52,1
0.627,61.0,74.8,100,46,53,1
0.377,39.0,69.7,20,64,81,0
0.7,95.5,95.3,306,18,18,1
0.362,49.1,42.8,46,81,74,0
0.294,42.8,45.2,55,82,80,0
0.621,73.1,79.2,199,38,41,1
0.235,38.1,40.9,13,89,88,0
0.38,37.4,52.1,74,73,79,0
0.269,36.3,49.0,36,81,86,0
0.355,40.5,56.7,46,72,80,0
0.544,66.0,72.9,152,48,51,1
0.298,46.7,42.4,72,83,77,0
0.81,84.7,91.2,233,21,24,1
0.586,77.2,79.6,143,42,43,1
0.261,49.1,57.6,34,76,79,0
0.211,36.7,45.7,9,87,90,0
0.24,36.9,59.6,86,73,85,0
0.823,91.1,86.4,254,22,19,1
0.274,42.2,40.5,47,86,82,0
0.21,52.1,66.0,14,74,80,0
0.549,69.7,82.8,147,41,49,1
0.287,35.9,48.2,16,82,87,0
0.493,70.7,72.2,133,52,51,0
0.897,86.0,92.9,221,17,21,1
0.613,77.8,79.6,145,41,41,1
0.436,76.1,79.9,179,46,47,1
0.615,79.3,77.2,97,45,43,1
0.315,51.7,57.1,46,73,75,0
0.239,55.6,43.7,25,87,76,0
0.75,88.8,90.2,277,21,22,1
0.206,53.3,68.7,52,70,78,0
0.241,59.6,58.7,78,74,71,0
0.47,78.9,81.5,168,44,45,1
0.324,55.7,61.7,69,69,71,0
0.689,68.9,70.2,168,43,42,1
0.343,49.5,58.8,14,73,77,0
0.687,61.6,71.4,187,41,46,1
0.219,58.6,58.8,51,76,74,0
0.891,82.4,98.0,305,9,18,1
0.239,54.9,63.8,33,73,76,0
0.438,69.5,77.7,142,50,53,0
0.378,36.0,54.3,63,72,81,0
0.355,55.5,48.1,43,78,71,0
0.496,69.1,75.6,164,47,50,1
0.272,52.7,58.9,74,72,74,0
0.632,67.3,71.0,123,47,48,1
0.522,61.1,84.3,109,44,57,1
0.46,78.0,70.7,176,51,45,1
0.367,52.0,63.1,27,68,73,0
0.663,71.3,76.2,140,42,43,1
0.225,35.8,40.7,36,89,88,0
0.23,45.2,40.8,45,88,82,0
0.296,58.2,48.2,18,82,73,0
0.286,41.0,43.4,18,85,84,0
0.477,69.8,70.6,145,53,52,0
0.236,49.7,61.1,35,75,80,0
0.544,75.6,76.8,148,46,45,1
0.237,37.7,55.5,68,76,85,0
0.288,47.3,40.4,40,86,79,0
0.359,44.1,53.1,18,76,79,0
0.46,65.4,72.7,192,49,52,1
0.668,73.4,76.8,119,42,43,1
0.406,65.1,73.5,102,56,60,0
0.498,66.5,72.1,109,53,55,0
0.288,42.0,59.9,2,75,84,0
0.326,54.4,47.2,13,81,74,0
0.664,69.3,75.3,90,45,47,1
0.313,45.9,61.1,50,71,78,0
0.346,47.5,40.0,77,82,74,0
0.277,54.6,58.0,33,75,75,0
0.397,41.0,68.9,56,62,77,0
0.264,36.9,68.7,30,69,87,0
0.869,91.7,87.9,270,18,16,1
0.751,88.3,87.9,200,27,26,1
0.978,82.3,86.3,303,13,15,1
0.265,54.9,63.1,25,73,76,0
0.875,91.1,86.6,210,22,19,1
0.3,36.5,63.8,35,70,85,0
0.426,65.5,84.7,179,43,54,1
0.686,73.2,71.8,157,43,40,1
0.795,96.6,94.5,317,15,13,1
0.276,55.0,55.1,53,76,74,0
0.292,57.8,50.3,17,81,73,0
0.574,63.5,77.9,139,44,52,1
0.284,49.1,46.2,83,80,75,0
0.298,56.0,68.6,31,67,73,0
0.324,41.9,50.1,63,77,79,0
0.247,54.7,62.4,88,70,73,0
0.333,38.6,52.1,25,77,83,0
0.285,46.2,64.5,3,72,82,0
0.341,39.8,60.2,70,69,80,0
0.613,73.9,84.5,104,40,46,1
0.46,76.6,78.1,140,49,48,1
0.492,69.0,76.4,146,48,51,1
0.432,62.6,79.0,175,47,56,1
0.477,78.8,77.7,143,48,46,1
0.607,66.3,72.9,109,48,50,1
0.743,92.0,91.8,293,20,19,1
0.32,41.2,57.6,75,71,79,0
0.372,48.9,54.5,3,75,76,0
0.514,68.8,72.3,102,52,53,0
0.273,41.4,61.0,29,74,84,0
0.286,36.7,46.0,21,83,86,0
0.976,82.7,99.8,333,3,13,1
0.487,75.8,78.8,144,47,48,1
0.228,47.5,67.1,56,70,80,0
0.308,53.3,62.5,79,68,72,0
0.31,39.4,62.3,45,70,82,0
0.309,59.0,52.5,49,77,70,0
0.257,57.7,65.6,61,69,72,0
0.357,57.0,47.1,65,77,69,0
0.24,44.7,63.5,48,72,82,0
0.257,40.9,68.5,61,67,83,0
0.319,51.4,48.5,43,79,75,0
0.247,35.2,46.3,3,86,90,0
0.341,52.5,56.5,4,75,75,0
0.54,62.3,83.4,118,43,55,1
0.358,52.9,58.4,21,72,74,0
0.28,47.8,49.5,4,82,81,0
0.215,43.3,46.2,75,83,82,0
0.39,43.8,57.0,14,72,78,0
0.374,55.1,64.4,14,68,72,0
0.31,53.3,52.1,79,75,72,0
0.207,52.0,52.7,5,83,81,0
0.252,47.0,50.4,79,79,78,0
0.363,52.6,57.6,21,73,73,0
0.509,73.0,74.6,190,46,46,1
0.225,56.5,61.2,6,77,77,0
0.222,41.4,49.3,88,80,82,0
0.344,41.0,69.7,27,65,81,0
0.295,56.7,61.7,55,71,72,0
0.646,66.2,73.1,101,47,49,1
0.306,59.1,57.3,75,72,69,0
0.323,45.2,46.6,61,79,77,0
0.317,49.4,40.7,33,85,77,0
0.359,44.8,61.5,64,68,76,0
0.212,44.5,64.5,30,74,84,0
0.62,77.1,82.5,146,39,41,1
0.388,57.5,55.2,0,74,71,0
0.297,53.5,51.3,64,77,73,0
0.682,65.6,72.0,135,44,46,1
0.254,49.1,50.4,13,82,80,0
0.411,68.2,74.2,94,56,58,0
0.259,55.6,62.4,51,72,74,0
0.657,63.2,73.7,132,44,49,1
0.238,53.9,57.9,66,75,75,0
0.284,58.5,61.7,12,73,74,0
0.415,78.1,71.3,173,53,47,1
0.4,70.2,76.9,191,49,52,1
0.537,69.5,74.1,141,48,50,1
0.305,51.9,51.9,82,75,73,0
0.719,88.2,94.5,200,24,28,1
0.282,50.6,67.0,48,68,77,0
0.719,99.2,99.4,283,16,16,1
0.395,59.5,52.2,63,73,66,0
0.921,85.8,97.8,262,10,18,1
0.275,36.6,63.6,68,70,84,0
0.218,36.8,52.1,1,83,90,0
0.847,83.4,98.8,251,13,23,1
0.227,55.5,49.2,36,83,76,0
0.377,37.1,44.8,69,78,80,0
0.526,74.2,80.6,101,46,49,1
0.962,82.2,98.1,296,7,16,1
0.538,70.3,71.9,180,47,47,1
0.4,49.9,47.1,87,74,70,0
0.687,70.6,75.9,176,39,41,1
0.79,89.0,96.8,285,15,20,1
0.228,41.3,62.2,13,75,86,0
0.863,89.2,87.7,246,20,19,1
0.291,52.5,45.4,6,84,77,0
0.352,41.6,47.8,74,77,78,0
0.684,77.3,83.6,140,36,39,1
0.231,52.1,55.3,29,79,79,0
0.214,43.4,60.4,13,77,86,0
0.353,53.0,40.4,85,81,70,0
0.384,35.6,57.3,80,69,80,0
0.227,38.4,46.0,38,85,87,0
0.295,44.7,52.6,79,75,78,0
0.674,68.0,70.4,138,45,45,1
0.451,79.7,72.5,126,53,48,1
0.338,40.7,52.8,35,76,81,0
0.228,43.6,48.4,70,81,82,0
0.252,50.5,65.5,39,71,78,0
0.53,68.2,78.1,178,44,49,1
0.375,35.2,63.4,77,65,81,0
0.263,58.6,47.6,16,83,74,0
0.68,63.0,70.1,94,48,50,1
0.638,77.2,74.1,101,46,43,1
0.33,51.9,53.5,23,77,75,0
0.204,55.2,62.9,34,75,78,0
0.234,47.3,55.0,64,77,80,0
0.204,38.3,67.3,82,69,85,0
0.221,53.4,44.8,3,88,80,0
0.816,86.6,87.4,359,16,16,1
0.339,55.6,54.1,37,75,72,0
0.403,76.6,70.4,96,58,53,0
0.651,77.0,75.8,170,41,39,1
0.594,66.3,78.3,110,45,51,1
0.35,36.4,43.4,26,82,84,0
0.383,51.9,63.5,73,65,70,0
0.419,62.7,84.2,112,48,60,1
0.388,51.8,49.1,46,76,72,0
0.49,74.7,71.9,171,50,47,1
0.355,45.8,51.2,78,74,75,0
0.372,50.4,59.1,34,71,74,0
0.346,40.0,62.5,24,70,82,0
0.209,51.8,43.9,55,86,78,0
0.369,35.0,69.1,19,65,84,0
0.285,57.7,61.1,46,72,72,0
0.524,63.2,72.4,155,49,53,1
0.315,49.2,62.6,51,70,76,0
0.539,79.5,77.2,159,45,42,1
0.257,46.2,46.7,60,82,80,0
0.731,87.6,86.0,332,22,20,1
0.732,90.6,91.2,361,17,17,1
0.85,81.4,86.8,363,15,18,1
0.607,65.2,72.5,162,45,48,1
0.268,44.7,45.5,10,85,83,0
0.286,55.4,54.2,38,77,74,0
0.28,40.0,66.8,24,70,84,0
0.629,74.1,76.6,175,41,41,1
0.365,54.3,57.1,42,72,71,0
0.23,55.6,57.1,31,78,76,0
0.755,80.2,91.1,311,19,25,1
0.242,40.8,44.1,24,86,85,0
0.247,41.1,53.8,66,77,83,0
0.435,76.4,75.1,152,51,49,1
0.249,40.6,44.6,45,84,84,0
0.969,96.4,96.3,204,13,12,1
0.632,74.6,72.8,111,47,44,1
0.305,50.6,68.1,17,68,77,0
0.458,79.7,81.9,141,46,46,1
0.263,45.7,63.6,4,74,83,0
0.385,55.9,68.0,78,62,67,0
0.391,53.9,46.6,63,76,69,0
0.868,88.7,92.2,218,19,20,1
0.608,74.8,81.7,145,40,43,1
0.317,56.9,68.1,84,64,69,0
0.589,68.4,76.4,149,44,48,1
0.296,39.4,65.5,2,71,85,0
0.374,52.9,57.7,88,68,69,0
0.287,49.2,54.8,6,78,79,0
0.59,63.8,80.1,147,42,51,1
0.316,57.3,68.0,77,64,69,0
0.207,45.6,69.0,30,71,84,0
0.345,43.8,56.3,24,74,79,0
0.543,74.5,72.8,112,50,48,1
0.214,51.4,63.3,39,74,79,0
0.435,77.7,82.0,91,50,51,0
0.471,68.8,77.9,169,47,51,1
0.361,42.2,45.5,64,78,78,0
0.28,57.0,46.5,49,82,73,0
0.297,47.8,45.1,6,84,80,0
0.251,43.3,61.5,18,75,84,0
0.255,37.1,43.2,38,86,86,0
0.201,37.0,55.5,10,81,90,0
0.386,49.2,44.0,4,82,76,0
0.245,38.2,48.2,36,83,86,0
0.269,47.6,57.6,10,77,81,0
0.423,68.1,80.6,155,47,54,1
0.359,40.8,64.7,67,66,78,0
0.408,60.6,80.5,170,47,59,1
0.493,61.9,81.7,163,44,55,1
0.271,38.2,47.8,20,83,86,0
0.679,61.9,78.3,168,38,47,1
0.314,53.5,42.9,51,83,73,0
0.296,40.2,64.2,44,70,83,0
0.37,45.4,44.6,58,79,76,0
0.288,54.2,60.0,65,72,73,0
0.677,74.8,75.2,175,40,39,1
0.632,69.1,81.4,156,39,45,1
0.585,74.6,78.6,126,44,45,1
0.201,47.5,49.5,58,82,81,0
0.429,73.5,75.8,161,50,50,0
0.481,65.1,71.8,192,49,52,1
0.248,53.5,40.1,10,90,78,0
0.928,96.6,88.7,244,17,12,1
0.428,61.3,84.0,136,46,59,1
0.396,55.2,62.8,62,66,68,0
0.84,93.9,91.1,265,18,16,1
0.234,54.9,52.1,83,78,74,0
0.343,54.0,64.0,9,70,74,0
0.913,84.6,86.8,258,18,19,1
0.349,51.3,64.9,69,66,72,0
0.941,93.9,100.0,348,3,7,1
0.317,52.1,48.1,14,81,76,0
0.324,36.8,67.3,68,65,82,0
0.343,43.2,49.2,0,80,81,0
0.204,55.8,64.6,67,72,75,0
0.385,39.2,60.0,27,70,81,0
0.963,80.2,92.1,241,14,20,1
0.413,68.7,74.7,127,53,56,0
0.537,61.2,84.0,128,42,55,1
0.204,54.4,48.0,72,83,76,0
0.541,66.5,71.5,192,47,48,1
0.828,98.2,89.7,284,18,12,1
0.437,75.6,80.9,163,46,49,1
0.692,73.2,83.3,198,33,38,1
0.225,56.0,58.0,46,76,76,0
0.633,64.4,81.1,111,41,50,1
0.281,53.9,45.4,42,83,75,0
0.44,69.7,77.6,161,49,52,1
0.296,42.9,42.4,21,85,82,0
0.699,74.3,79.2,104,40,42,1
0.22,54.2,45.3,16,87,78,0
0.272,44.5,69.9,20,68,82,0
0.849,81.0,98.4,292,11,22,1
0.331,37.7,64.3,85,66,80,0
0.505,64.5,70.3,145,52,54,0
0.702,97.3,87.1,315,23,16,1
0.612,72.7,76.4,115,45,46,1
0.556,73.5,82.3,146,42,46,1
0.336,41.3,64.4,82,66,78,0
0.537,69.4,81.8,193,40,47,1
0.316,52.6,48.2,2,82,76,0
0.308,38.8,52.0,49,77,83,0
0.295,40.8,63.7,46,70,82,0
0.3,37.6,61.3,4,74,86,0
0.338,38.4,41.8,35,83,82,0
0.441,70.0,71.4,109,55,55,0
0.202,40.7,60.5,47,76,86,0
0.203,42.8,46.8,22,86,86,0
0.558,67.7,80.1,139,43,50,1
0.316,42.3,46.0,82,79,78,0
0.263,51.8,57.6,48,75,76,0
0.324,36.8,44.2,33,82,84,0
0.298,56.4,63.0,3,73,75,0
0.305,39.0,50.8,4,80,85,0
0.382,52.7,42.5,22,82,73,0
0.44,66.8,72.4,186,51,53,0
0.611,62.6,76.3,134,44,51,1
0.98,97.6,96.0,228,11,10,1
0.681,62.3,74.8,141,42,48,1
0.489,74.5,74.9,125,50,49,1
0.397,52.5,64.1,46,66,71,0
0.48,79.6,82.3,147,45,45,1
0.628,78.0,83.0,118,40,42,1
0.321,43.7,69.8,37,65,80,0
0.208,35.7,43.0,53,87,88,0
0.338,58.5,68.4,11,67,71,0
0.233,46.7,64.9,57,71,80,0
0.345,53.9,59.4,46,71,72,0
0.228,47.4,46.0,32,85,82,0
0.25,59.3,63.1,71,71,71,0
0.325,57.8,52.4,63,75,70,0
0.53,75.2,78.9,114,47,48,1
0.202,54.7,41.4,39,89,78,0
0.342,52.8,65.2,51,67,73,0
0.491,76.6,72.7,169,49,45,1
0.34,40.9,47.0,75,78,79,0
0.518,64.4,73.7,164,48,52,1
0.228,45.9,68.3,85,67,79,0
0.337,40.0,48.5,61,78,80,0
0.31,57.0,57.2,86,71,69,0
0.314,41.1,48.2,34,80,82,0
0.666,62.0,83.9,120,38,50,1
0.213,55.6,55.4,16,80,78,0
0.234,47.6,58.0,83,74,78,0
0.86,97.2,96.7,350,9,8,1
0.272,37.9,43.0,64,84,84,0
0.395,46.9,41.7,36,81,75,0
0.762,94.3,99.9,327,12,15,1
0.464,69.5,71.1,95,55,55,0
0.597,67.7,73.2,131,47,49,1
0.248,43.7,59.0,7,77,84,0
0.45,71.4,74.0,116,53,53,0
0.319,49.2,48.5,61,78,75,0
0.452,64.1,79.0,149,48,56,1
0.254,44.0,46.8,16,84,83,0
0.531,71.5,80.1,110,46,50,1
0.254,53.3,52.7,69,78,75,0
0.561,74.8,72.0,166,47,44,1
0.31,49.9,45.1,75,80,74,0
0.336,51.1,58.4,71,70,73,0
0.601,60.8,79.0,199,39,49,1
0.284,37.3,66.0,63,68,84,0
0.249,48.4,64.6,42,71,79,0
0.298,52.8,54.7,38,76,75,0
0.491,69.2,71.3,145,52,51,0
0.265,54.5,52.9,11,80,77,0
0.232,41.3,42.7,47,86,84,0
0.582,71.7,77.2,124,45,47,1
0.497,73.7,83.1,111,45,50,1
0.362,38.2,53.3,79,72,79,0
0.296,57.7,55.9,60,74,71,0
0.343,48.8,42.6,34,83,76,0
0.591,63.2,72.7,171,45,50,1
0.206,40.5,41.6,72,87,84,0
0.32,56.1,40.9,85,82,70,0
0.287,35.9,65.8,20,70,87,0
0.548,69.6,81.5,171,41,47,1
0.946,83.4,96.5,327,7,14,1
0.452,62.8,78.9,99,51,59,0
0.355,45.7,57.5,43,72,77,0
0.504,76.1,73.3,194,47,44,1
0.493,76.2,84.8,165,41,46,1
0.565,76.3,74.3,110,48,46,1
0.452,79.0,80.1,167,46,46,1
0.366,48.4,41.9,15,83,76,0
0.333,59.7,56.5,48,73,69,0
0.228,38.1,58.8,78,74,85,0
0.3,41.5,45.2,54,82,81,0
0.377,36.3,62.2,40,68,82,0
0.215,50.9,64.5,73,71,78,0
0.613,71.2,83.4,129,39,46,1
0.213,49.5,49.0,36,83,81,0
0.684,79.0,78.5,162,38,37,1
0.381,55.2,54.2,85,71,68,0
0.225,35.2,69.1,6,71,91,0
0.926,86.8,93.6,202,16,20,1
0.364,46.1,57.5,4,74,78,0
0.643,72.9,81.2,112,41,45,1
0.725,80.2,98.8,281,16,28,1
0.358,47.3,45.4,15,81,77,0
0.224,47.1,46.6,44,84,81,0
0.226,50.7,58.6,20,77,80,0
0.238,51.4,68.8,8,71,80,0
0.375,58.3,47.3,46,78,68,0
0.63,73.7,82.5,134,39,44,1
0.254,42.3,50.4,60,80,82,0
0.257,39.3,62.6,87,70,82,0
0.644,64.8,75.1,154,42,47,1
0.432,77.9,80.3,147,48,48,1
0.309,39.6,52.6,14,78,84,0
0.354,50.9,61.0,18,71,75,0
0.207,52.5,49.4,38,83,79,0
0.829,80.7,92.8,231,19,26,1
0.238,50.4,60.0,19,76,80,0
0.489,71.7,79.3,198,43,47,1
0.501,70.3,78.6,175,45,49,1
0.413,64.9,82.4,178,45,55,1
0.678,60.5,78.3,119,41,51,1
0.325,42.4,48.8,89,76,78,0
0.472,69.1,76.3,104,51,54,0
0.367,51.5,42.3,50,81,72,0
0.283,46.7,41.9,68,84,78,0
0.619,77.1,81.6,143,40,41,1
0.537,64.4,83.5,109,44,54,1
0.224,42.7,48.1,82,81,82,0
0.302,59.4,53.1,18,78,72,0
0.858,80.5,95.4,273,14,23,1
0.528,77.2,71.3,108,52,47,1
0.535,60.1,70.7,180,48,53,1
0.258,40.0,59.8,67,73,83,0
0.467,71.2,74.9,132,51,52,0
